suggestion_id;category;name;size;sweetness_pct;ice_pct;temperature;toppings;dairy;price_vnd;calories_kcal;caffeine_level;vegan;lactose_free;time_of_day;weather_tag;mood_tag;season;tags;rating_pred;created_at;description_vn
2705;Cà phê;Cà phê sữa đá;M;50;30;Nóng;;Sữa đậu nành;33000;90;Cao;TRUE;TRUE;Sáng;Se lạnh;Thư giãn;Xuân;cafein_cao;4.13;10/11/2025 12:26;Cà phê sữa đá, size M, 50% đường, 30% đá. Phù hợp se lạnh • Thư giãn.
2706;Soda;Soda chanh;M;30;30;Lạnh;Hạnh nhân lát, Trân châu đen;Sữa tươi;37000;209;Thấp;FALSE;FALSE;Chiều;Se lạnh;Thư giãn;Xuân;trái_cây;3.99;10/11/2025 12:26;Soda chanh, size M, 30% đường, 30% đá. Phù hợp se lạnh • Thư giãn.
2707;Trà trái cây;Trà thanh long lạnh;M;70;30;Nóng;Thạch nha đam;Sữa đậu nành;33000;167;Trung bình;TRUE;TRUE;Trưa;Nắng nóng;Thư giãn;Đông;trái_cây;4.33;10/11/2025 12:26;Trà thanh long lạnh, size M, 70% đường, 30% đá. Phù hợp nắng nóng • Thư giãn.
2708;Đá xay;Dâu đá xay;L;50;50;Lạnh;;Sữa tươi;50000;400;Thấp;FALSE;FALSE;Tối;Nắng nóng;Thư giãn;Thu;trái_cây;3.44;10/11/2025 12:26;Dâu đá xay, size L, 50% đường, 50% đá. Phù hợp nắng nóng • Thư giãn.
2709;Sữa chua;Sữa chua nha đam;M;30;30;Lạnh;Thạch phô mai, Kem cheese;Sữa đậu nành;47000;296;Thấp;FALSE;FALSE;Tối;Bình thường;Giải khát;Thu;;3.83;10/11/2025 12:26;Sữa chua nha đam, size M, 30% đường, 30% đá. Phù hợp bình thường • Giải khát.
2710;Trà sữa;Trà sữa nho đen phô mai;M;0;70;Nóng;;Không sữa;34000;208;Thấp;TRUE;TRUE;Tối;Nắng nóng;Giải khát;Xuân;trái_cây;3.95;10/11/2025 12:26;Trà sữa nho đen phô mai, size M, 0% đường, 70% đá. Phù hợp nắng nóng • Giải khát.
2711;Trà sữa;Trà sữa nhài;M;30;0;Lạnh;;Sữa hạnh nhân;37000;269;Trung bình;TRUE;TRUE;Chiều;Se lạnh;Năng lượng;Thu;trái_cây;3.6;10/11/2025 12:26;Trà sữa nhài, size M, 30% đường, 0% đá. Phù hợp se lạnh • Năng lượng.
2712;Trà sữa;Trà sữa chanh dây;L;50;50;Nóng;;Không sữa;39000;260;Trung bình;TRUE;TRUE;Sáng;Bình thường;Giải khát;Thu;trái_cây;3.83;10/11/2025 12:26;Trà sữa chanh dây, size L, 50% đường, 50% đá. Phù hợp bình thường • Giải khát.
2713;Trà trái cây;Trà thanh long;M;100;100;Nóng;Sương sáo;Sữa đậu nành;33000;186;Thấp;TRUE;TRUE;Tối;Mưa;Năng lượng;Đông;trái_cây;3.44;10/11/2025 12:26;Trà thanh long, size M, 100% đường, 100% đá. Phù hợp mưa • Năng lượng.
2714;Đá xay;Dâu đá xay;S;50;0;Lạnh;;Sữa đậu nành;40000;360;Thấp;TRUE;TRUE;Tối;Se lạnh;Tập trung;Hạ;trái_cây;4.11;10/11/2025 12:26;Dâu đá xay, size S, 50% đường, 0% đá. Phù hợp se lạnh • Tập trung.
2715;Sữa chua;Sữa chua dâu;M;30;0;Lạnh;Thạch đào;Sữa yến mạch;38000;261;Thấp;TRUE;TRUE;Chiều;Se lạnh;Tập trung;Xuân;trái_cây;4.34;10/11/2025 12:26;Sữa chua dâu, size M, 30% đường, 0% đá. Phù hợp se lạnh • Tập trung.
2716;Đá xay;Cà phê dừa đá xay;L;0;30;Lạnh;Kem cheese, Trân châu hoàng kim;Sữa đậu nành;62000;374;Thấp;FALSE;FALSE;Chiều;Bình thường;Tập trung;Thu;;3.62;10/11/2025 12:26;Cà phê dừa đá xay, size L, 0% đường, 30% đá. Phù hợp bình thường • Tập trung.
2717;Soda;Soda chanh;L;30;30;Lạnh;Pudding trứng, Trân châu sợi;Sữa yến mạch;42000;188;Thấp;FALSE;TRUE;Tối;Nắng nóng;Tập trung;Xuân;trái_cây;3.56;10/11/2025 12:26;Soda chanh, size L, 30% đường, 30% đá. Phù hợp nắng nóng • Tập trung.
2718;Sữa chua;Sữa chua việt quất;S;70;0;Nóng;;Sữa yến mạch;30000;267;Thấp;TRUE;TRUE;Trưa;Bình thường;Năng lượng;Xuân;;4.61;10/11/2025 12:26;Sữa chua việt quất, size S, 70% đường, 0% đá. Phù hợp bình thường • Năng lượng.
2719;Đá xay;Oreo đá xay;S;100;30;Lạnh;;Không sữa;37000;384;Thấp;TRUE;TRUE;Sáng;Se lạnh;Tập trung;Thu;;4.68;10/11/2025 12:26;Oreo đá xay, size S, 100% đường, 30% đá. Phù hợp se lạnh • Tập trung.
2720;Sữa chua;Sữa chua việt quất;M;50;0;Lạnh;;Không sữa;32000;220;Thấp;TRUE;TRUE;Chiều;Nắng nóng;Tập trung;Xuân;;3.91;10/11/2025 12:26;Sữa chua việt quất, size M, 50% đường, 0% đá. Phù hợp nắng nóng • Tập trung.
2721;Soda;Soda dâu;M;100;70;Lạnh;Bánh flan, Thạch phô mai;Không sữa;34000;218;Thấp;FALSE;FALSE;Trưa;Nắng nóng;Thư giãn;Xuân;trái_cây;3.55;10/11/2025 12:26;Soda dâu, size M, 100% đường, 70% đá. Phù hợp nắng nóng • Thư giãn.
2722;Soda;Soda chanh;M;70;0;Lạnh;Trân châu sợi, Trân châu hoàng kim;Sữa tươi;37000;245;Thấp;FALSE;FALSE;Chiều;Bình thường;Giải khát;Đông;trái_cây;4.56;10/11/2025 12:26;Soda chanh, size M, 70% đường, 0% đá. Phù hợp bình thường • Giải khát.
2723;Trà trái cây;Trà dâu;L;100;100;Lạnh;;Sữa tươi;35000;180;Thấp;FALSE;FALSE;Tối;Se lạnh;Năng lượng;Thu;trái_cây;4.3;10/11/2025 12:26;Trà dâu, size L, 100% đường, 100% đá. Phù hợp se lạnh • Năng lượng.
2724;Trà trái cây;Trà cam bưởi;S;30;30;Lạnh;Thạch nha đam, Kem cheese;Sữa yến mạch;37000;161;Trung bình;FALSE;FALSE;Chiều;Bình thường;Tập trung;Đông;trái_cây;3.99;10/11/2025 12:26;Trà cam bưởi, size S, 30% đường, 30% đá. Phù hợp bình thường • Tập trung.
2725;Đá xay;Xoài đá xay;L;100;0;Lạnh;;Sữa yến mạch;50000;432;Thấp;TRUE;TRUE;Chiều;Nắng nóng;Năng lượng;Hạ;trái_cây;4.79;10/11/2025 12:26;Xoài đá xay, size L, 100% đường, 0% đá. Phù hợp nắng nóng • Năng lượng.
2726;Sữa chua;Sữa chua nha đam;M;0;70;Nóng;;Sữa đậu nành;35000;198;Thấp;TRUE;TRUE;Trưa;Se lạnh;Thư giãn;Hạ;;4.55;10/11/2025 12:26;Sữa chua nha đam, size M, 0% đường, 70% đá. Phù hợp se lạnh • Thư giãn.
2727;Trà trái cây;Trà sen vàng;L;100;70;Nóng;;Sữa tươi;35000;180;Trung bình;FALSE;FALSE;Sáng;Mưa;Năng lượng;Thu;trái_cây;4.14;10/11/2025 12:26;Trà sen vàng, size L, 100% đường, 70% đá. Phù hợp mưa • Năng lượng.
2728;Cà phê;Mocha;M;100;0;Nóng;Thạch đào, Bánh flan;Không sữa;36000;124;Cao;FALSE;FALSE;Chiều;Nắng nóng;Thư giãn;Thu;cafein_cao;3.81;10/11/2025 12:26;Mocha, size M, 100% đường, 0% đá. Phù hợp nắng nóng • Thư giãn.
2729;Cà phê;Bạc xỉu;L;70;100;Nóng;Dừa khô;Sữa tươi;41000;124;Cao;FALSE;FALSE;Trưa;Nắng nóng;Giải khát;Đông;cafein_cao;3.96;10/11/2025 12:26;Bạc xỉu, size L, 70% đường, 100% đá. Phù hợp nắng nóng • Giải khát.
2730;Sữa chua;Sữa chua xoài;S;100;70;Lạnh;Kem cheese, Pudding trứng;Sữa tươi;42000;429;Thấp;FALSE;FALSE;Trưa;Bình thường;Thư giãn;Xuân;trái_cây;4.61;10/11/2025 12:26;Sữa chua xoài, size S, 100% đường, 70% đá. Phù hợp bình thường • Thư giãn.
2731;Đá xay;Cookies đá xay;M;50;0;Lạnh;Bánh flan;Sữa yến mạch;48000;413;Thấp;FALSE;FALSE;Chiều;Bình thường;Tập trung;Hạ;;4.76;10/11/2025 12:26;Cookies đá xay, size M, 50% đường, 0% đá. Phù hợp bình thường • Tập trung.
2732;Trà trái cây;Trà đào lạnh;M;0;70;Lạnh;Sương sáo;Không sữa;30000;110;Thấp;TRUE;TRUE;Tối;Se lạnh;Năng lượng;Đông;trái_cây;3.73;10/11/2025 12:26;Trà đào lạnh, size M, 0% đường, 70% đá. Phù hợp se lạnh • Năng lượng.
2733;Cà phê;Cold brew cam sả;S;0;50;Lạnh;Trân châu đen;Sữa đậu nành;31000;82;Cao;TRUE;TRUE;Trưa;Mưa;Thư giãn;Xuân;trái_cây, cafein_cao;4.64;10/11/2025 12:26;Cold brew cam sả, size S, 0% đường, 50% đá. Phù hợp mưa • Thư giãn.
2734;Đá xay;Xoài đá xay;M;70;70;Lạnh;Trân châu sợi, Trân châu đen;Sữa đậu nành;51000;505;Thấp;TRUE;TRUE;Tối;Bình thường;Năng lượng;Đông;trái_cây;4.12;10/11/2025 12:26;Xoài đá xay, size M, 70% đường, 70% đá. Phù hợp bình thường • Năng lượng.
2735;Soda;Soda dâu;L;0;0;Lạnh;Trân châu đen;Sữa yến mạch;39000;144;Thấp;TRUE;TRUE;Sáng;Mưa;Năng lượng;Hạ;trái_cây;4.51;10/11/2025 12:26;Soda dâu, size L, 0% đường, 0% đá. Phù hợp mưa • Năng lượng.
2736;Sữa chua;Sữa chua xoài;M;0;100;Nóng;Hạnh nhân lát;Sữa yến mạch;38000;227;Thấp;TRUE;TRUE;Trưa;Mưa;Năng lượng;Hạ;trái_cây;3.6;10/11/2025 12:26;Sữa chua xoài, size M, 0% đường, 100% đá. Phù hợp mưa • Năng lượng.
2737;Trà trái cây;Trà dâu tươi;M;70;70;Nóng;Hạnh nhân lát, Thạch phô mai;Sữa yến mạch;36000;189;Trung bình;FALSE;FALSE;Tối;Se lạnh;Tập trung;Hạ;trái_cây;4.89;10/11/2025 12:26;Trà dâu tươi, size M, 70% đường, 70% đá. Phù hợp se lạnh • Tập trung.
2738;Soda;Soda cam;M;50;30;Lạnh;;Sữa yến mạch;31000;157;Thấp;TRUE;TRUE;Chiều;Bình thường;Tập trung;Hạ;trái_cây;4.47;10/11/2025 12:26;Soda cam, size M, 50% đường, 30% đá. Phù hợp bình thường • Tập trung.
2739;Trà trái cây;Trà bưởi;M;100;50;Lạnh;Trân châu đen, Trân châu sợi;Sữa yến mạch;36000;210;Trung bình;TRUE;TRUE;Chiều;Mưa;Năng lượng;Thu;trái_cây;4.07;10/11/2025 12:26;Trà bưởi, size M, 100% đường, 50% đá. Phù hợp mưa • Năng lượng.
2740;Đá xay;Matcha đá xay;L;100;30;Lạnh;Pudding trứng;Sữa yến mạch;53000;496;Trung bình;FALSE;TRUE;Trưa;Mưa;Tập trung;Hạ;matcha;4.89;10/11/2025 12:26;Matcha đá xay, size L, 100% đường, 30% đá. Phù hợp mưa • Tập trung.
2741;Cà phê;Espresso;M;70;70;Nóng;Hạnh nhân lát;Sữa đậu nành;36000;13;Cao;TRUE;TRUE;Tối;Nắng nóng;Giải khát;Hạ;cafein_cao;4.48;10/11/2025 12:26;Espresso, size M, 70% đường, 70% đá. Phù hợp nắng nóng • Giải khát.
2742;Soda;Soda việt quất;L;100;50;Lạnh;Thạch nha đam;Sữa yến mạch;39000;217;Thấp;TRUE;TRUE;Trưa;Nắng nóng;Tập trung;Thu;;4.52;10/11/2025 12:26;Soda việt quất, size L, 100% đường, 50% đá. Phù hợp nắng nóng • Tập trung.
2743;Trà trái cây;Trà cam mật ong;L;0;0;Nóng;Hạnh nhân lát;Sữa đậu nành;38000;124;Trung bình;TRUE;TRUE;Trưa;Bình thường;Thư giãn;Đông;trái_cây;4.73;10/11/2025 12:26;Trà cam mật ong, size L, 0% đường, 0% đá. Phù hợp bình thường • Thư giãn.
2744;Cà phê;Espresso;L;100;100;Nóng;Bánh flan;Sữa tươi;41000;17;Cao;FALSE;FALSE;Tối;Mưa;Thư giãn;Xuân;cafein_cao;3.47;10/11/2025 12:26;Espresso, size L, 100% đường, 100% đá. Phù hợp mưa • Thư giãn.
2745;Soda;Soda táo;S;0;0;Lạnh;Pudding trứng, Dừa khô;Sữa đậu nành;32000;163;Thấp;FALSE;TRUE;Tối;Nắng nóng;Giải khát;Hạ;trái_cây;3.88;10/11/2025 12:26;Soda táo, size S, 0% đường, 0% đá. Phù hợp nắng nóng • Giải khát.
2746;Cà phê;Mocha latte;S;100;0;Nóng;Trân châu sợi;Sữa đậu nành;31000;124;Cao;TRUE;TRUE;Sáng;Nắng nóng;Tập trung;Thu;cafein_cao;4.35;10/11/2025 12:26;Mocha latte, size S, 100% đường, 0% đá. Phù hợp nắng nóng • Tập trung.
2747;Cà phê;Mocha;L;30;50;Lạnh;Hạnh nhân lát;Sữa đậu nành;41000;95;Cao;TRUE;TRUE;Chiều;Bình thường;Giải khát;Thu;cafein_cao;4.46;10/11/2025 12:26;Mocha, size L, 30% đường, 50% đá. Phù hợp bình thường • Giải khát.
2748;Trà trái cây;Trà nhài tươi;L;50;0;Nóng;;Sữa đậu nành;35000;135;Thấp;TRUE;TRUE;Chiều;Nắng nóng;Thư giãn;Hạ;trái_cây;4.7;10/11/2025 12:26;Trà nhài tươi, size L, 50% đường, 0% đá. Phù hợp nắng nóng • Thư giãn.
2749;Cà phê;Cà phê muối;L;30;50;Lạnh;Hạnh nhân lát, Sương sáo;Sữa đậu nành;44000;107;Cao;TRUE;TRUE;Tối;Bình thường;Giải khát;Đông;cafein_cao;3.72;10/11/2025 12:26;Cà phê muối, size L, 30% đường, 50% đá. Phù hợp bình thường • Giải khát.
2750;Soda;Soda dâu;M;50;100;Lạnh;Sương sáo, Trân châu đen;Sữa tươi;37000;227;Thấp;FALSE;FALSE;Sáng;Nắng nóng;Năng lượng;Đông;trái_cây;4.3;10/11/2025 12:26;Soda dâu, size M, 50% đường, 100% đá. Phù hợp nắng nóng • Năng lượng.
2751;Cà phê;Cà phê sữa đá;M;70;0;Lạnh;Trân châu đen, Kem cheese;Sữa tươi;45000;140;Cao;FALSE;FALSE;Sáng;Bình thường;Năng lượng;Đông;cafein_cao;3.99;10/11/2025 12:26;Cà phê sữa đá, size M, 70% đường, 0% đá. Phù hợp bình thường • Năng lượng.
2752;Soda;Soda chanh;M;70;50;Lạnh;Thạch phô mai;Không sữa;31000;173;Thấp;FALSE;FALSE;Tối;Nắng nóng;Thư giãn;Thu;trái_cây;4.55;10/11/2025 12:26;Soda chanh, size M, 70% đường, 50% đá. Phù hợp nắng nóng • Thư giãn.
2753;Cà phê;Cappuccino;M;30;0;Lạnh;;Không sữa;30000;73;Cao;TRUE;TRUE;Tối;Se lạnh;Thư giãn;Thu;cafein_cao;3.89;10/11/2025 12:26;Cappuccino, size M, 30% đường, 0% đá. Phù hợp se lạnh • Thư giãn.
2754;Đá xay;Dâu đá xay;L;70;70;Lạnh;;Không sữa;47000;345;Thấp;TRUE;TRUE;Tối;Nắng nóng;Tập trung;Đông;trái_cây;3.66;10/11/2025 12:26;Dâu đá xay, size L, 70% đường, 70% đá. Phù hợp nắng nóng • Tập trung.
2755;Soda;Soda dâu;M;50;70;Lạnh;Thạch nha đam, Kem cheese;Không sữa;40000;182;Thấp;FALSE;FALSE;Trưa;Bình thường;Tập trung;Thu;trái_cây;4.31;10/11/2025 12:26;Soda dâu, size M, 50% đường, 70% đá. Phù hợp bình thường • Tập trung.
2756;Soda;Soda cam;S;70;30;Lạnh;;Sữa đậu nành;26000;170;Thấp;TRUE;TRUE;Trưa;Bình thường;Năng lượng;Đông;trái_cây;4.45;10/11/2025 12:26;Soda cam, size S, 70% đường, 30% đá. Phù hợp bình thường • Năng lượng.
2757;Cà phê;Cà phê muối;M;0;100;Nóng;;Sữa yến mạch;33000;72;Cao;TRUE;TRUE;Chiều;Bình thường;Giải khát;Hạ;cafein_cao;4.9;10/11/2025 12:26;Cà phê muối, size M, 0% đường, 100% đá. Phù hợp bình thường • Giải khát.
2758;Trà sữa;Trà sữa bưởi kem cheese;L;0;0;Nóng;Kem cheese;Sữa không lactose;51000;299;Thấp;FALSE;FALSE;Tối;Bình thường;Tập trung;Thu;kem_cheese, trái_cây;4.66;10/11/2025 12:26;Trà sữa bưởi kem cheese, size L, 0% đường, 0% đá. Phù hợp bình thường • Tập trung.
2759;Sữa chua;Sữa chua việt quất;S;50;30;Nóng;Trân châu sợi, Thạch phô mai;Sữa tươi;36000;357;Thấp;FALSE;FALSE;Tối;Se lạnh;Thư giãn;Đông;;4.78;10/11/2025 12:26;Sữa chua việt quất, size S, 50% đường, 30% đá. Phù hợp se lạnh • Thư giãn.
2760;Trà trái cây;Trà thanh long;M;70;70;Lạnh;;Sữa yến mạch;30000;145;Thấp;TRUE;TRUE;Tối;Nắng nóng;Thư giãn;Đông;trái_cây;4.31;10/11/2025 12:26;Trà thanh long, size M, 70% đường, 70% đá. Phù hợp nắng nóng • Thư giãn.
2761;Sữa chua;Sữa chua việt quất;M;100;30;Nóng;;Sữa tươi;35000;330;Thấp;FALSE;FALSE;Trưa;Mưa;Tập trung;Hạ;;4.87;10/11/2025 12:26;Sữa chua việt quất, size M, 100% đường, 30% đá. Phù hợp mưa • Tập trung.
2762;Đá xay;Oreo đá xay;M;70;50;Lạnh;Pudding trứng;Không sữa;45000;397;Thấp;FALSE;TRUE;Trưa;Bình thường;Năng lượng;Xuân;;3.94;10/11/2025 12:26;Oreo đá xay, size M, 70% đường, 50% đá. Phù hợp bình thường • Năng lượng.
2763;Đá xay;Matcha đá xay;L;100;0;Lạnh;Pudding trứng;Sữa yến mạch;53000;496;Trung bình;FALSE;TRUE;Sáng;Se lạnh;Giải khát;Xuân;matcha;4.11;10/11/2025 12:26;Matcha đá xay, size L, 100% đường, 0% đá. Phù hợp se lạnh • Giải khát.
2764;Soda;Soda kiwi;M;100;30;Lạnh;;Sữa yến mạch;31000;189;Thấp;TRUE;TRUE;Chiều;Mưa;Năng lượng;Đông;trái_cây;4.4;10/11/2025 12:26;Soda kiwi, size M, 100% đường, 30% đá. Phù hợp mưa • Năng lượng.
2765;Đá xay;Socola đá xay;S;30;30;Lạnh;Thạch phô mai;Sữa tươi;43000;423;Thấp;FALSE;FALSE;Trưa;Mưa;Năng lượng;Hạ;;4.21;10/11/2025 12:26;Socola đá xay, size S, 30% đường, 30% đá. Phù hợp mưa • Năng lượng.
2766;Đá xay;Oreo đá xay;M;0;50;Lạnh;Thạch đào, Sương sáo;Sữa đậu nành;51000;374;Thấp;TRUE;TRUE;Chiều;Bình thường;Thư giãn;Đông;;4.19;10/11/2025 12:26;Oreo đá xay, size M, 0% đường, 50% đá. Phù hợp bình thường • Thư giãn.
2767;Cà phê;Cà phê cốt dừa;M;70;50;Nóng;;Sữa hạnh nhân;33000;97;Cao;TRUE;TRUE;Trưa;Mưa;Tập trung;Xuân;cafein_cao;4.78;10/11/2025 12:26;Cà phê cốt dừa, size M, 70% đường, 50% đá. Phù hợp mưa • Tập trung.
2768;Trà sữa;Trà sữa ổi hồng phô mai;M;0;100;Nóng;;Sữa đậu nành;37000;234;Trung bình;TRUE;TRUE;Chiều;Nắng nóng;Năng lượng;Xuân;trái_cây;4.38;10/11/2025 12:26;Trà sữa ổi hồng phô mai, size M, 0% đường, 100% đá. Phù hợp nắng nóng • Năng lượng.
2769;Cà phê;Mocha;S;0;100;Nóng;Hạnh nhân lát;Sữa không lactose;31000;92;Cao;FALSE;TRUE;Chiều;Bình thường;Giải khát;Xuân;cafein_cao;4.28;10/11/2025 12:26;Mocha, size S, 0% đường, 100% đá. Phù hợp bình thường • Giải khát.
2770;Đá xay;Oreo đá xay;L;100;70;Lạnh;;Sữa đậu nành;50000;432;Thấp;TRUE;TRUE;Chiều;Bình thường;Năng lượng;Hạ;;4.8;10/11/2025 12:26;Oreo đá xay, size L, 100% đường, 70% đá. Phù hợp bình thường • Năng lượng.
2771;Trà trái cây;Trà chanh dây;M;100;70;Lạnh;;Sữa đậu nành;30000;162;Thấp;TRUE;TRUE;Trưa;Bình thường;Thư giãn;Xuân;trái_cây;4.32;10/11/2025 12:26;Trà chanh dây, size M, 100% đường, 70% đá. Phù hợp bình thường • Thư giãn.
2772;Trà sữa;Trà đen kem cheese;M;100;70;Lạnh;;Sữa không lactose;43000;390;Thấp;FALSE;TRUE;Chiều;Mưa;Tập trung;Thu;kem_cheese;3.41;10/11/2025 12:26;Trà đen kem cheese, size M, 100% đường, 70% đá. Phù hợp mưa • Tập trung.
2773;Soda;Soda việt quất;M;30;70;Lạnh;;Sữa đậu nành;31000;144;Thấp;TRUE;TRUE;Tối;Mưa;Tập trung;Thu;;3.93;10/11/2025 12:26;Soda việt quất, size M, 30% đường, 70% đá. Phù hợp mưa • Tập trung.
2774;Sữa chua;Sữa chua nha đam;M;70;70;Lạnh;Thạch phô mai;Sữa yến mạch;38000;307;Thấp;FALSE;FALSE;Sáng;Nắng nóng;Giải khát;Thu;;4.13;10/11/2025 12:26;Sữa chua nha đam, size M, 70% đường, 70% đá. Phù hợp nắng nóng • Giải khát.
2775;Soda;Soda dâu;M;50;30;Lạnh;Trân châu sợi;Sữa yến mạch;34000;181;Thấp;TRUE;TRUE;Tối;Se lạnh;Năng lượng;Thu;trái_cây;4.08;10/11/2025 12:26;Soda dâu, size M, 50% đường, 30% đá. Phù hợp se lạnh • Năng lượng.
2776;Trà trái cây;Trà cam bưởi;M;50;50;Nóng;;Sữa đậu nành;30000;135;Thấp;TRUE;TRUE;Chiều;Mưa;Năng lượng;Đông;trái_cây;3.78;10/11/2025 12:26;Trà cam bưởi, size M, 50% đường, 50% đá. Phù hợp mưa • Năng lượng.
2777;Đá xay;Cà phê dừa đá xay;M;70;30;Lạnh;;Sữa tươi;45000;432;Thấp;FALSE;FALSE;Chiều;Bình thường;Giải khát;Thu;;3.98;10/11/2025 12:26;Cà phê dừa đá xay, size M, 70% đường, 30% đá. Phù hợp bình thường • Giải khát.
2778;Trà sữa;Trà sữa cam sả nướng;L;70;50;Nóng;Trân châu sợi;Sữa yến mạch;45000;363;Thấp;TRUE;TRUE;Trưa;Mưa;Tập trung;Xuân;trái_cây;4.78;10/11/2025 12:26;Trà sữa cam sả nướng, size L, 70% đường, 50% đá. Phù hợp mưa • Tập trung.
2779;Cà phê;Cold brew;S;50;50;Lạnh;Kem cheese;Sữa không lactose;37000;114;Cao;FALSE;FALSE;Chiều;Se lạnh;Tập trung;Thu;cafein_cao;4.49;10/11/2025 12:26;Cold brew, size S, 50% đường, 50% đá. Phù hợp se lạnh • Tập trung.
2780;Trà sữa;Trà sữa nho đen kem trứng;S;70;30;Nóng;;Không sữa;29000;280;Thấp;TRUE;TRUE;Trưa;Mưa;Tập trung;Đông;trái_cây;3.9;10/11/2025 12:26;Trà sữa nho đen kem trứng, size S, 70% đường, 30% đá. Phù hợp mưa • Tập trung.
2781;Trà trái cây;Trà chanh tươi;L;50;100;Nóng;;Không sữa;32000;120;Trung bình;TRUE;TRUE;Trưa;Mưa;Tập trung;Đông;trái_cây;4.77;10/11/2025 12:26;Trà chanh tươi, size L, 50% đường, 100% đá. Phù hợp mưa • Tập trung.
2782;Sữa chua;Sữa chua nha đam;M;50;70;Lạnh;Hạnh nhân lát, Thạch đào;Sữa đậu nành;41000;321;Thấp;TRUE;TRUE;Tối;Mưa;Tập trung;Đông;;4.08;10/11/2025 12:26;Sữa chua nha đam, size M, 50% đường, 70% đá. Phù hợp mưa • Tập trung.
2783;Sữa chua;Sữa chua thạch trái cây;L;70;70;Nóng;;Sữa đậu nành;40000;267;Thấp;TRUE;TRUE;Tối;Se lạnh;Năng lượng;Xuân;;4.59;10/11/2025 12:26;Sữa chua thạch trái cây, size L, 70% đường, 70% đá. Phù hợp se lạnh • Năng lượng.
2784;Trà sữa;Trà sữa dưa lưới kem trứng;M;70;30;Nóng;;Sữa yến mạch;37000;315;Thấp;TRUE;TRUE;Sáng;Nắng nóng;Giải khát;Hạ;trái_cây;4.47;10/11/2025 12:26;Trà sữa dưa lưới kem trứng, size M, 70% đường, 30% đá. Phù hợp nắng nóng • Giải khát.
2785;Soda;Soda dâu;M;30;70;Lạnh;Sương sáo;Sữa yến mạch;34000;166;Thấp;TRUE;TRUE;Tối;Mưa;Tập trung;Thu;trái_cây;4.33;10/11/2025 12:26;Soda dâu, size M, 30% đường, 70% đá. Phù hợp mưa • Tập trung.
